Study	RUN_ID	Run	RunStudy	RunSpecies	Rate	Dataset	Aligner	Species	Replicate	Version	Description	CPU	RAM	Time	IO_out	IO_in	COMMAND
Baruzzo	DeepSAP v0.0.1 MS150 baruzzo_malaria_t1r1	DeepSAP MS150	DeepSAP v0.0.1 MS150 Baruzzo	DeepSAP v0.0.1 MS150 malaria	T1	malaria T1 R1	DeepSAP	malaria	1	v0.0.1	MS150	0	0.027359009	4.227	3.0517578125e-05	7.62939453125e-06	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_final_run/work/12/a0f65dfa8eff73156c25ffd4ce3874:/workdir --volume /data/RNAseqBenchmark/nextflow_final_run/work/12/a0f65dfa8eff73156c25ffd4ce3874:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DeepSAP__v0.0.1__MS150__baruzzo_malaria_t1r1.sorted --sam /workdir/GSNAP__2024-06-24__TGGA__baruzzo_malaria_t1r1.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
Baruzzo	DeepSAP v0.0.1 MS150 baruzzo_malaria_t1r2	DeepSAP MS150	DeepSAP v0.0.1 MS150 Baruzzo	DeepSAP v0.0.1 MS150 malaria	T1	malaria T1 R2	DeepSAP	malaria	2	v0.0.1	MS150	0	0.027805328	4.239	3.0517578125e-05	0	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_final_run/work/2b/931454857eb9414be8051f0ca66a67:/workdir --volume /data/RNAseqBenchmark/nextflow_final_run/work/2b/931454857eb9414be8051f0ca66a67:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DeepSAP__v0.0.1__MS150__baruzzo_malaria_t1r2.sorted --sam /workdir/GSNAP__2024-06-24__TGGA__baruzzo_malaria_t1r2.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
Baruzzo	DeepSAP v0.0.1 MS150 baruzzo_malaria_t1r3	DeepSAP MS150	DeepSAP v0.0.1 MS150 Baruzzo	DeepSAP v0.0.1 MS150 malaria	T1	malaria T1 R3	DeepSAP	malaria	3	v0.0.1	MS150	0	0.027587891	4.183833333	3.0517578125e-05	0	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_final_run/work/11/3ca80e447a38586216026999cd4922:/workdir --volume /data/RNAseqBenchmark/nextflow_final_run/work/11/3ca80e447a38586216026999cd4922:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DeepSAP__v0.0.1__MS150__baruzzo_malaria_t1r3.sorted --sam /workdir/GSNAP__2024-06-24__TGGA__baruzzo_malaria_t1r3.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
Baruzzo	DeepSAP v0.0.1 MS150 baruzzo_malaria_t2r1	DeepSAP MS150	DeepSAP v0.0.1 MS150 Baruzzo	DeepSAP v0.0.1 MS150 malaria	T2	malaria T2 R1	DeepSAP	malaria	1	v0.0.1	MS150	0	0.027881622	4.355833333	3.814697265625e-05	0	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_final_run/work/ab/feaa57c4b3e13d294419666379f5d0:/workdir --volume /data/RNAseqBenchmark/nextflow_final_run/work/ab/feaa57c4b3e13d294419666379f5d0:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DeepSAP__v0.0.1__MS150__baruzzo_malaria_t2r1.sorted --sam /workdir/GSNAP__2024-06-24__TGGA__baruzzo_malaria_t2r1.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
Baruzzo	DeepSAP v0.0.1 MS150 baruzzo_malaria_t2r2	DeepSAP MS150	DeepSAP v0.0.1 MS150 Baruzzo	DeepSAP v0.0.1 MS150 malaria	T2	malaria T2 R2	DeepSAP	malaria	2	v0.0.1	MS150	0	0.027858734	4.332333333	3.814697265625e-05	7.62939453125e-06	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_final_run/work/7d/6fc0e7e8e6d87c45ee52f1962bbb1f:/workdir --volume /data/RNAseqBenchmark/nextflow_final_run/work/7d/6fc0e7e8e6d87c45ee52f1962bbb1f:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DeepSAP__v0.0.1__MS150__baruzzo_malaria_t2r2.sorted --sam /workdir/GSNAP__2024-06-24__TGGA__baruzzo_malaria_t2r2.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
Baruzzo	DeepSAP v0.0.1 MS150 baruzzo_malaria_t2r3	DeepSAP MS150	DeepSAP v0.0.1 MS150 Baruzzo	DeepSAP v0.0.1 MS150 malaria	T2	malaria T2 R3	DeepSAP	malaria	3	v0.0.1	MS150	0	0.028110504	4.302	3.814697265625e-05	0	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_final_run/work/4c/70f1b0afd015f67b2c08ad24c448ae:/workdir --volume /data/RNAseqBenchmark/nextflow_final_run/work/4c/70f1b0afd015f67b2c08ad24c448ae:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DeepSAP__v0.0.1__MS150__baruzzo_malaria_t2r3.sorted --sam /workdir/GSNAP__2024-06-24__TGGA__baruzzo_malaria_t2r3.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
Baruzzo	DeepSAP v0.0.1 MS150 baruzzo_malaria_t3r1	DeepSAP MS150	DeepSAP v0.0.1 MS150 Baruzzo	DeepSAP v0.0.1 MS150 malaria	T3	malaria T3 R1	DeepSAP	malaria	1	v0.0.1	MS150	0	0.027797699	4.8085	7.62939453125e-05	0	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_final_run/work/3b/7c996ef8a68f09781b8efaf8b104ea:/workdir --volume /data/RNAseqBenchmark/nextflow_final_run/work/3b/7c996ef8a68f09781b8efaf8b104ea:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DeepSAP__v0.0.1__MS150__baruzzo_malaria_t3r1.sorted --sam /workdir/GSNAP__2024-06-24__TGGA__baruzzo_malaria_t3r1.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
Baruzzo	DeepSAP v0.0.1 MS150 baruzzo_malaria_t3r2	DeepSAP MS150	DeepSAP v0.0.1 MS150 Baruzzo	DeepSAP v0.0.1 MS150 malaria	T3	malaria T3 R2	DeepSAP	malaria	2	v0.0.1	MS150	0	0.027896881	4.774166667	8.392333984375e-05	0	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_final_run/work/67/3eacffbf995722ece10a0b5d9c42d2:/workdir --volume /data/RNAseqBenchmark/nextflow_final_run/work/67/3eacffbf995722ece10a0b5d9c42d2:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DeepSAP__v0.0.1__MS150__baruzzo_malaria_t3r2.sorted --sam /workdir/GSNAP__2024-06-24__TGGA__baruzzo_malaria_t3r2.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
Baruzzo	DeepSAP v0.0.1 MS150 baruzzo_malaria_t3r3	DeepSAP MS150	DeepSAP v0.0.1 MS150 Baruzzo	DeepSAP v0.0.1 MS150 malaria	T3	malaria T3 R3	DeepSAP	malaria	3	v0.0.1	MS150	0	0.027488708	4.77	7.62939453125e-05	0	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_final_run/work/e7/9a9545766f4d2a34991433ad1f5682:/workdir --volume /data/RNAseqBenchmark/nextflow_final_run/work/e7/9a9545766f4d2a34991433ad1f5682:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DeepSAP__v0.0.1__MS150__baruzzo_malaria_t3r3.sorted --sam /workdir/GSNAP__2024-06-24__TGGA__baruzzo_malaria_t3r3.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
SimBA	DeepSAP v0.0.1 MS150 SimBA_human_t1	DeepSAP MS150	DeepSAP v0.0.1 MS150 SimBA	DeepSAP v0.0.1 MS150 human	T1	human T1 R1	DeepSAP	human	1	v0.0.1	MS150	0	0.027366638	16.68516667	0.000213623	0	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_final_run/work/b3/ea6e537f1b4f3466d7c4fa26a404e1:/workdir --volume /data/RNAseqBenchmark/nextflow_final_run/work/b3/ea6e537f1b4f3466d7c4fa26a404e1:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DeepSAP__v0.0.1__MS150__SimBA_human_t1.sorted --sam /workdir/GSNAP__2024-06-24__TGGA__SimBA_human_t1.sorted.bam --fasta /workdir/GRCh37.primary_assembly.genome.fa --gtf /workdir/simulator_config_geneinfo_hg19_GTF
SimBA	DeepSAP v0.0.1 MS150 SimBA_human_t2	DeepSAP MS150	DeepSAP v0.0.1 MS150 SimBA	DeepSAP v0.0.1 MS150 human	T2	human T2 R1	DeepSAP	human	1	v0.0.1	MS150	0	0.02747345	16.90933333	0.000213623	0	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_final_run/work/b4/556dd9173e44732b24833e0da40612:/workdir --volume /data/RNAseqBenchmark/nextflow_final_run/work/b4/556dd9173e44732b24833e0da40612:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DeepSAP__v0.0.1__MS150__SimBA_human_t2.sorted --sam /workdir/GSNAP__2024-06-24__TGGA__SimBA_human_t2.sorted.bam --fasta /workdir/GRCh37.primary_assembly.genome.fa --gtf /workdir/simulator_config_geneinfo_hg19_GTF
SimBA	DeepSAP v0.0.1 MS150 SimBA_human_t3	DeepSAP MS150	DeepSAP v0.0.1 MS150 SimBA	DeepSAP v0.0.1 MS150 human	T3	human T3 R1	DeepSAP	human	1	v0.0.1	MS150	0	0.027553558	16.78083333	0.000213623	0	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_final_run/work/b9/c28caf26a028b4c3b5bf34cc0f5f32:/workdir --volume /data/RNAseqBenchmark/nextflow_final_run/work/b9/c28caf26a028b4c3b5bf34cc0f5f32:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DeepSAP__v0.0.1__MS150__SimBA_human_t3.sorted --sam /workdir/GSNAP__2024-06-24__TGGA__SimBA_human_t3.sorted.bam --fasta /workdir/GRCh37.primary_assembly.genome.fa --gtf /workdir/simulator_config_geneinfo_hg19_GTF
SimBA	DeepSAP v0.0.1 MS150 SimBA_malaria_t1	DeepSAP MS150	DeepSAP v0.0.1 MS150 SimBA	DeepSAP v0.0.1 MS150 malaria	T1	malaria T1 R1	DeepSAP	malaria	1	v0.0.1	MS150	0	0.027000427	5.022666667	4.57763671875e-05	0	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_final_run/work/1a/4a9d5a25c6be02687deb8fa3721552:/workdir --volume /data/RNAseqBenchmark/nextflow_final_run/work/1a/4a9d5a25c6be02687deb8fa3721552:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DeepSAP__v0.0.1__MS150__SimBA_malaria_t1.sorted --sam /workdir/GSNAP__2024-06-24__TGGA__SimBA_malaria_t1.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
SimBA	DeepSAP v0.0.1 MS150 SimBA_malaria_t2	DeepSAP MS150	DeepSAP v0.0.1 MS150 SimBA	DeepSAP v0.0.1 MS150 malaria	T2	malaria T2 R1	DeepSAP	malaria	1	v0.0.1	MS150	0	0.027225494	5.370333333	6.103515625e-05	0	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_final_run/work/14/c8da59121f05892f0f6e310d281d5c:/workdir --volume /data/RNAseqBenchmark/nextflow_final_run/work/14/c8da59121f05892f0f6e310d281d5c:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DeepSAP__v0.0.1__MS150__SimBA_malaria_t2.sorted --sam /workdir/GSNAP__2024-06-24__TGGA__SimBA_malaria_t2.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
SimBA	DeepSAP v0.0.1 MS150 SimBA_malaria_t3	DeepSAP MS150	DeepSAP v0.0.1 MS150 SimBA	DeepSAP v0.0.1 MS150 malaria	T3	malaria T3 R1	DeepSAP	malaria	1	v0.0.1	MS150	0	0.027366638	5.462166667	6.866455078125e-05	0	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_final_run/work/58/0e309e50dfdfc69817c4e5b7168edb:/workdir --volume /data/RNAseqBenchmark/nextflow_final_run/work/58/0e309e50dfdfc69817c4e5b7168edb:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix DeepSAP__v0.0.1__MS150__SimBA_malaria_t3.sorted --sam /workdir/GSNAP__2024-06-24__TGGA__SimBA_malaria_t3.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
Baruzzo	GSNAP 2024-06-24 TGGA baruzzo_human_t1r1	GSNAP 2024-06-24 TGGA	GSNAP 2024-06-24 TGGA Baruzzo	GSNAP 2024-06-24 TGGA human	T1	human T1 R1	GSNAP	human	1	6/24/24	TGGA	2289	19.91109085	73	10.85163116	41.65340424	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index -c transcriptome baruzzo_human_t1r1.forward.trimmed.fasta baruzzo_human_t1r1.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 TGGA baruzzo_human_t1r2	GSNAP 2024-06-24 TGGA	GSNAP 2024-06-24 TGGA Baruzzo	GSNAP 2024-06-24 TGGA human	T1	human T1 R2	GSNAP	human	2	6/24/24	TGGA	2326	20.05547714	72.53333333	10.84302521	4.349868774	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index -c transcriptome baruzzo_human_t1r2.forward.trimmed.fasta baruzzo_human_t1r2.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 TGGA baruzzo_human_t1r3	GSNAP 2024-06-24 TGGA	GSNAP 2024-06-24 TGGA Baruzzo	GSNAP 2024-06-24 TGGA human	T1	human T1 R3	GSNAP	human	3	6/24/24	TGGA	2324	20.02835464	72.56666667	10.84490204	4.372390747	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index -c transcriptome baruzzo_human_t1r3.forward.trimmed.fasta baruzzo_human_t1r3.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 TGGA baruzzo_human_t2r1	GSNAP 2024-06-24 TGGA	GSNAP 2024-06-24 TGGA Baruzzo	GSNAP 2024-06-24 TGGA human	T2	human T2 R1	GSNAP	human	1	6/24/24	TGGA	2308	19.81845093	75.81666667	10.93054962	4.386520386	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index -c transcriptome baruzzo_human_t2r1.forward.trimmed.fasta baruzzo_human_t2r1.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 TGGA baruzzo_human_t2r2	GSNAP 2024-06-24 TGGA	GSNAP 2024-06-24 TGGA Baruzzo	GSNAP 2024-06-24 TGGA human	T2	human T2 R2	GSNAP	human	2	6/24/24	TGGA	2295	19.85826492	75.76666667	10.9236145	29.50349426	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index -c transcriptome baruzzo_human_t2r2.forward.trimmed.fasta baruzzo_human_t2r2.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 TGGA baruzzo_human_t2r3	GSNAP 2024-06-24 TGGA	GSNAP 2024-06-24 TGGA Baruzzo	GSNAP 2024-06-24 TGGA human	T2	human T2 R3	GSNAP	human	3	6/24/24	TGGA	2334	20.06377411	75.4	10.92985535	4.313911438	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index -c transcriptome baruzzo_human_t2r3.forward.trimmed.fasta baruzzo_human_t2r3.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 TGGA baruzzo_human_t3r1	GSNAP 2024-06-24 TGGA	GSNAP 2024-06-24 TGGA Baruzzo	GSNAP 2024-06-24 TGGA human	T3	human T3 R1	GSNAP	human	1	6/24/24	TGGA	2364	20.17385101	142.4666667	10.94992065	4.716377258	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index -c transcriptome baruzzo_human_t3r1.forward.trimmed.fasta baruzzo_human_t3r1.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 TGGA baruzzo_human_t3r2	GSNAP 2024-06-24 TGGA	GSNAP 2024-06-24 TGGA Baruzzo	GSNAP 2024-06-24 TGGA human	T3	human T3 R2	GSNAP	human	2	6/24/24	TGGA	2354	20.13957596	142.3166667	10.95300293	5.58870697	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index -c transcriptome baruzzo_human_t3r2.forward.trimmed.fasta baruzzo_human_t3r2.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 TGGA baruzzo_human_t3r3	GSNAP 2024-06-24 TGGA	GSNAP 2024-06-24 TGGA Baruzzo	GSNAP 2024-06-24 TGGA human	T3	human T3 R3	GSNAP	human	3	6/24/24	TGGA	2355	19.95006561	143.0833333	10.95200348	4.522537231	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index -c transcriptome baruzzo_human_t3r3.forward.trimmed.fasta baruzzo_human_t3r3.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 TGGA baruzzo_malaria_t1r1	GSNAP 2024-06-24 TGGA	GSNAP 2024-06-24 TGGA Baruzzo	GSNAP 2024-06-24 TGGA malaria	T1	malaria T1 R1	GSNAP	malaria	1	6/24/24	TGGA	2275	1.295036316	33.60516667	10.52767944	4.214653015	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index -c transcriptome baruzzo_malaria_t1r1.forward.trimmed.fasta baruzzo_malaria_t1r1.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 TGGA baruzzo_malaria_t1r2	GSNAP 2024-06-24 TGGA	GSNAP 2024-06-24 TGGA Baruzzo	GSNAP 2024-06-24 TGGA malaria	T1	malaria T1 R2	GSNAP	malaria	2	6/24/24	TGGA	2256	1.334159851	33.57116667	10.52787018	5.242904663	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index -c transcriptome baruzzo_malaria_t1r2.forward.trimmed.fasta baruzzo_malaria_t1r2.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 TGGA baruzzo_malaria_t1r3	GSNAP 2024-06-24 TGGA	GSNAP 2024-06-24 TGGA Baruzzo	GSNAP 2024-06-24 TGGA malaria	T1	malaria T1 R3	GSNAP	malaria	3	6/24/24	TGGA	2263	1.30872345	33.71516667	10.52828979	4.305236816	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index -c transcriptome baruzzo_malaria_t1r3.forward.trimmed.fasta baruzzo_malaria_t1r3.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 TGGA baruzzo_malaria_t2r1	GSNAP 2024-06-24 TGGA	GSNAP 2024-06-24 TGGA Baruzzo	GSNAP 2024-06-24 TGGA malaria	T2	malaria T2 R1	GSNAP	malaria	1	6/24/24	TGGA	2214	1.36415863	36.8115	10.67745972	4.289146423	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index -c transcriptome baruzzo_malaria_t2r1.forward.trimmed.fasta baruzzo_malaria_t2r1.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 TGGA baruzzo_malaria_t2r2	GSNAP 2024-06-24 TGGA	GSNAP 2024-06-24 TGGA Baruzzo	GSNAP 2024-06-24 TGGA malaria	T2	malaria T2 R2	GSNAP	malaria	2	6/24/24	TGGA	2265	1.284324646	36.936	10.67740631	4.178436279	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index -c transcriptome baruzzo_malaria_t2r2.forward.trimmed.fasta baruzzo_malaria_t2r2.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 TGGA baruzzo_malaria_t2r3	GSNAP 2024-06-24 TGGA	GSNAP 2024-06-24 TGGA Baruzzo	GSNAP 2024-06-24 TGGA malaria	T2	malaria T2 R3	GSNAP	malaria	3	6/24/24	TGGA	2298	1.279045105	36.64833333	10.67527771	4.183792114	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index -c transcriptome baruzzo_malaria_t2r3.forward.trimmed.fasta baruzzo_malaria_t2r3.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 TGGA baruzzo_malaria_t3r1	GSNAP 2024-06-24 TGGA	GSNAP 2024-06-24 TGGA Baruzzo	GSNAP 2024-06-24 TGGA malaria	T3	malaria T3 R1	GSNAP	malaria	1	6/24/24	TGGA	2371	1.626213074	132.75	10.58066559	4.202705383	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index -c transcriptome baruzzo_malaria_t3r1.forward.trimmed.fasta baruzzo_malaria_t3r1.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 TGGA baruzzo_malaria_t3r2	GSNAP 2024-06-24 TGGA	GSNAP 2024-06-24 TGGA Baruzzo	GSNAP 2024-06-24 TGGA malaria	T3	malaria T3 R2	GSNAP	malaria	2	6/24/24	TGGA	2353	1.360366821	133.0333333	10.5796051	4.183364868	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index -c transcriptome baruzzo_malaria_t3r2.forward.trimmed.fasta baruzzo_malaria_t3r2.reverse.trimmed.fasta
Baruzzo	GSNAP 2024-06-24 TGGA baruzzo_malaria_t3r3	GSNAP 2024-06-24 TGGA	GSNAP 2024-06-24 TGGA Baruzzo	GSNAP 2024-06-24 TGGA malaria	T3	malaria T3 R3	GSNAP	malaria	3	6/24/24	TGGA	2361	1.260551453	132.6333333	10.5807724	4.303077698	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index -c transcriptome baruzzo_malaria_t3r3.forward.trimmed.fasta baruzzo_malaria_t3r3.reverse.trimmed.fasta
SimBA	GSNAP 2024-06-24 TGGA SimBA_human_t1	GSNAP 2024-06-24 TGGA	GSNAP 2024-06-24 TGGA SimBA	GSNAP 2024-06-24 TGGA human	T1	human T1 R1	GSNAP	human	1	6/24/24	TGGA	2210	20.14469147	36.90466667	16.95932007	14.81002045	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index -c transcriptome SimBA_human_t1.reads_1_val_1.fq SimBA_human_t1.reads_2_val_2.fq
SimBA	GSNAP 2024-06-24 TGGA SimBA_human_t2	GSNAP 2024-06-24 TGGA	GSNAP 2024-06-24 TGGA SimBA	GSNAP 2024-06-24 TGGA human	T2	human T2 R1	GSNAP	human	1	6/24/24	TGGA	2269	20.47985077	39.3395	16.98915863	9.875907898	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index -c transcriptome SimBA_human_t2.reads_1_val_1.fq SimBA_human_t2.reads_2_val_2.fq
SimBA	GSNAP 2024-06-24 TGGA SimBA_human_t3	GSNAP 2024-06-24 TGGA	GSNAP 2024-06-24 TGGA SimBA	GSNAP 2024-06-24 TGGA human	T3	human T3 R1	GSNAP	human	1	6/24/24	TGGA	2304	20.28846741	42.8795	17.09221649	9.55960083	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index -c transcriptome SimBA_human_t3.reads_1_val_1.fq SimBA_human_t3.reads_2_val_2.fq
SimBA	GSNAP 2024-06-24 TGGA SimBA_malaria_t1	GSNAP 2024-06-24 TGGA	GSNAP 2024-06-24 TGGA SimBA	GSNAP 2024-06-24 TGGA malaria	T1	malaria T1 R1	GSNAP	malaria	1	6/24/24	TGGA	2281	1.227767944	36.407	15.2224884	9.290222168	/data/GSNAP/bin/gmap-2024-06-24//bin/gsnap.avx512 -A sam --merge-distant-samechr --novelsplicing 1 --nthreads 24 -D ./ -d index -c transcriptome SimBA_malaria_t1.reads_1_val_1.fq SimBA_malaria_t1.reads_2_val_2.fq
