,Biotype,JunctionScore,Count
699,antisense_RNA,90,0
700,antisense_RNA,91,0
701,antisense_RNA,92,0
702,antisense_RNA,93,0
203,antisense_RNA,94,1
703,antisense_RNA,95,0
704,antisense_RNA,96,0
705,antisense_RNA,97,0
706,antisense_RNA,98,0
707,antisense_RNA,99,0
708,antisense_RNA,100,0
